koi_score,koi_period,koi_ror,koi_srho,koi_prad,koi_sma,koi_teq,koi_insol,koi_dor,koi_count,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,O/P
0.999,8.884922995,0.114124,11.62061,10.51,0.0786,770,83.21,36.466,1,5332,4.5,-0.08,0.843,0.821,N
1,8.09888906,0.076211,1.14941,8.95,0.0832,986,223.19,15.8546,1,6214,4.442,0.07,1.076,1.169,N
1,10.00653012,0.032174,0.1029,3.52,0.0933,876,139.21,8.17,1,6063,4.47,-0.02,1.001,1.079,N
0.635,17.85522168,0.08815,0.47367,13.16,0.1491,911,163.04,19.986,1,6823,4.308,0.07,1.367,1.386,N
1,12.73262407,0.082519,3.68779,4.87,0.0881,432,8.22,31.62,1,3950,4.721,-0.14,0.541,0.563,N
0.966,83.92494032,0.086015,1.45972,4.78,0.3031,226,0.62,81.6,1,3960,4.746,-0.36,0.509,0.526,N
1,5.007316661,0.077106,0.59565,6.96,0.0556,998,234.28,9.24,1,5865,4.563,-0.34,0.827,0.914,N
1,2.211116989,0.026289,1.85398,1.85,0.0294,931,177.19,7.83,5,4500,4.656,-0.02,0.646,0.71,N
0.997,27.9541337,0.026973,4.12204,1.9,0.1593,400,6.04,55.43,5,4500,4.656,-0.02,0.646,0.71,N
0.415,12.69104387,0.014487,2.08259,2.57,0.1072,1008,244.3,26.076,2,5869,4.024,-0.16,1.626,1.019,N
0.228,4.409409243,0.10287,0.8699,10.95,0.0491,1101,347.06,9.6337,1,5600,4.368,-0.26,0.975,0.811,N
1,16.23947096,0.045252,2.37192,4.14,0.1229,598,30.14,32.1,3,5191,4.564,0.34,0.837,0.937,N
1,6.308201629,0.032418,2.21701,2.96,0.0654,819,106.44,16.707,3,5191,4.564,0.34,0.837,0.937,N
1,2.052349884,0.11123,2.08526,13.12,0.0322,1497,1183.18,7.743,1,5855,4.393,0.14,1.08,1.049,N
1,9.7704486,0.040133,6.22573,2.23,0.0714,460,10.59,31.55,3,3906,4.73,-0.32,0.509,0.508,N
1,5.169804269,0.029936,3.97487,1.66,0.0467,569,24.75,17.77,3,3906,4.73,-0.32,0.509,0.508,N
1,21.22261195,0.01746,0.68373,2.48,0.1506,771,83.56,25.344,2,5945,4.213,-0.08,1.302,1.009,N
1,20.09017037,0.040437,0.38566,2.25,0.1154,362,4.05,20.2,3,3906,4.73,-0.32,0.509,0.508,N
0.999,7.11373257,0.025862,5.31573,1.16,0.0551,429,8.01,24.23,3,3561,4.855,0,0.411,0.44,N
0.999,3.306551643,0.020275,4.9442,0.91,0.0331,554,22.19,14.19,3,3561,4.855,0,0.411,0.44,N
0.998,15.36845737,0.02471,9.06854,1.11,0.0922,332,2.86,48.38,3,3561,4.855,0,0.411,0.44,N
1,13.81020318,0.036595,1.23716,4.56,0.1131,833,113.75,23.2,1,5942,4.327,-0.04,1.142,1.009,N
1,4.093578461,0.026123,0.17115,2.85,0.0514,1182,461.07,5.33,2,6077,4.471,-0.04,0.999,1.077,N
0.999,105.145959,0.031397,0.06931,3.43,0.4471,401,6.09,34.3,2,6077,4.471,-0.04,0.999,1.077,N
1,10.8484518,0.036303,3.54573,2.34,0.0815,499,14.66,28.05,2,4201,4.682,-0.2,0.591,0.609,N
1,6.66833241,0.018246,3.93143,1.18,0.0589,587,28.06,21,2,4201,4.682,-0.2,0.591,0.609,N
0.997,4.082274889,0.121652,1.43467,10.55,0.0479,1016,251.48,10.812,1,5655,4.581,-0.3,0.794,0.886,N
1,3.886655224,0.023262,0.52154,1.87,0.0451,1010,246.29,7.47,1,5662,4.61,-0.54,0.738,0.813,N
1,42.1406089,0.026274,2.91697,1.85,0.2095,349,3.49,64.94,5,4500,4.656,-0.02,0.646,0.71,N
1,4.617490562,0.023024,1.67234,1.62,0.048,728,66.47,12.35,5,4500,4.656,-0.02,0.646,0.71,N
0.996,10.19849255,0.024778,2.39146,1.75,0.0814,559,23.11,23.6,5,4500,4.656,-0.02,0.646,0.71,N
0,5.795063956,0.047975,0.13022,4.33,0.0613,950,192.74,6.137,1,5865,4.563,-0.34,0.827,0.914,N
1,7.15681552,0.026979,2.74384,2.47,0.0675,782,88.23,19.51,3,5029,4.494,0.14,0.838,0.798,N
1,17.64830851,0.026581,8.12503,2.43,0.1232,579,26.49,51.1,3,5029,4.494,0.14,0.838,0.798,N
0.957,4.14810719,0.011755,2.20456,1.08,0.0469,938,182.76,12.61,3,5029,4.494,0.14,0.838,0.798,N
1,16.51410989,0.028718,1.66311,2.72,0.1199,655,43.57,28.84,4,5527,4.488,-0.18,0.866,0.841,N
1,30.1329298,0.03322,0.4031,3.14,0.179,536,19.55,26.8,4,5527,4.488,-0.18,0.866,0.841,N
1,4.79090809,0.014349,2.35518,1.36,0.0525,990,227.24,14.19,4,5527,4.488,-0.18,0.866,0.841,N
1,31.71981013,0.017414,2.4614,3.09,0.1975,743,71.97,50.78,2,5869,4.024,-0.16,1.626,1.019,N
1,99.6415962,0.027879,10.35916,2.64,0.3973,360,3.97,175.84,4,5527,4.488,-0.18,0.866,0.841,N
1,4.708326451,0.080242,1.58315,10.6,0.0539,1162,431.02,12.288,1,5560,4.246,0.14,1.21,0.94,N
0,16.37198661,8.358793,2.90473,540.37,0.1052,438,8.71,34.5,1,4187,4.656,-0.28,0.592,0.58,N
1,5.392026903,0.030649,1.63004,2.68,0.0583,850,123.33,13.58,1,5198,4.589,0.21,0.801,0.915,N
1,2.494170338,0.026777,15.93621,2.42,0.0351,1194,480.19,17.37,1,5569,4.566,-0.08,0.829,0.928,N
1,6.491682808,0.079893,0.57225,9.66,0.0715,1062,301.54,10.84,2,6123,4.413,0.14,1.107,1.159,N
0,3.044770796,0.298444,0.00688,24.54,0.0386,1076,317.36,1.5,1,5525,4.603,-0.36,0.753,0.843,N
0.999,3.855603916,0.119176,1.18411,13.61,0.0505,1212,508.65,9.763,1,6033,4.46,0.21,1.046,1.153,N
0,3.855599139,0.033907,0.19331,3.57,0.0493,1158,425.74,5.34,1,5936,4.501,0.07,0.965,1.075,N
0.92,38.47876629,0.138123,3.7339,13.26,0.2213,484,13.01,66.3614,1,5510,4.539,0.16,0.879,0.973,N
0,37.60166128,0.227443,0.85882,27.22,0.219,606,31.86,40.039,1,6140,4.354,-0.24,1.096,0.989,N
1,3.314947362,0.038195,1.4165,3.94,0.0433,1155,421.03,9.37,1,5609,4.481,0.16,0.944,0.983,N
0,6.71969089,0.046245,0.09306,4.37,0.0654,952,194.18,6.06,1,5931,4.479,-0.6,0.866,0.825,N
0.996,39.6431552,0.111685,1.64307,10.98,0.215,472,11.74,51.489,2,5231,4.455,0.14,0.9,0.844,N
0,51.42598578,0.236829,0.16218,29.66,0.2904,549,21.4,28.303,1,6257,4.41,0.21,1.147,1.233,N
1,21.80451611,0.033653,1.66656,2.6,0.1406,543,20.48,34.7,1,5481,4.629,-0.5,0.708,0.806,N
1,10.28194593,0.029849,2.24334,2.53,0.088,680,50.6,23.23,3,5196,4.593,0.04,0.775,0.869,N
1,18.11993039,0.034825,2.10579,2.95,0.1284,563,23.77,33.19,3,5196,4.593,0.04,0.775,0.869,N
1,3.78402867,0.020134,1.98179,1.7,0.0452,949,191.78,11.45,3,5196,4.593,0.04,0.775,0.869,N
1,5.15448142,0.030415,0.11387,2.94,0.0546,964,204.1,5.43,1,5431,4.457,-0.14,0.884,0.816,N
0,33.80364366,0.105539,0.25463,20.7,0.216,745,72.71,24.869,2,5855,3.999,0.16,1.796,1.174,N
1,5.743469797,0.032147,1.31116,3.13,0.0625,982,219.95,13.174,1,5897,4.531,-0.16,0.891,0.983,N
1,39.4759093,0.036074,1.08697,4.06,0.2338,577,26.13,44.7,1,6225,4.45,-0.12,1.031,1.091,N
0,19.97448524,0.243941,1.47871,26.56,0.1476,700,56.84,31.477,1,6108,4.471,-0.08,0.997,1.072,N
1,3.166353562,0.035047,0.82095,3.82,0.0432,1273,621.92,7.5775,1,6007,4.47,0.02,0.998,1.072,N
0,23.89963441,0.436512,1.33386,44.04,0.162,652,42.8,34.28,1,6192,4.503,-0.38,0.924,0.991,N
1,3.388012244,0.015454,1.15366,2.11,0.0434,1315,705.93,8.88,4,5553,4.221,0.16,1.25,0.949,N
1,5.83909761,0.015116,1.32836,2.06,0.0624,1097,341.48,13.38,4,5553,4.221,0.16,1.25,0.949,N
1,1.620467654,0.011493,1.23,1.57,0.0265,1681,1893.42,5.55,4,5553,4.221,0.16,1.25,0.949,N
1,10.6816951,0.016847,0.93471,2.3,0.0933,897,152.75,17.8,4,5553,4.221,0.16,1.25,0.949,N
1,6.104849417,0.04092,0.56409,3.18,0.0583,784,89.25,10.3581,1,5085,4.584,-0.36,0.712,0.71,N
0.999,3.578780566,0.096067,1.60801,10.43,0.045,1145,406.6,10.2873,1,5524,4.421,0.2,0.994,0.95,N
0,3.187067566,0.269659,0.03494,23.88,0.0403,1079,319.76,2.66,1,5450,4.552,-0.14,0.811,0.857,N
1,5.826657508,0.035356,2.19595,4.09,0.0622,1013,248.57,15.796,3,5561,4.362,0.16,1.06,0.943,N
0.998,12.41216347,0.02227,2.14038,2.58,0.103,787,90.65,25.93,3,5561,4.362,0.16,1.06,0.943,N
1,18.74649011,0.026327,1.8967,3.05,0.1355,686,52.38,32.8,3,5561,4.362,0.16,1.06,0.943,N
1,20.86021229,0.040067,1.40526,5.5,0.1462,781,87.76,31.855,4,6035,4.22,-0.28,1.257,0.958,N
1,42.63427848,0.038058,1.64062,5.22,0.2355,615,33.82,54.02,4,6035,4.22,-0.28,1.257,0.958,N
0.973,87.6476068,0.029163,1.11917,4,0.3807,484,12.94,76.88,4,6035,4.22,-0.28,1.257,0.958,N
0.975,9.61731426,0.01416,1.2355,1.94,0.0873,1010,246.13,18.21,4,6035,4.22,-0.28,1.257,0.958,N
0.953,9.467821474,0.042684,6.23401,2.13,0.0691,407,6.47,30.913,2,3582,4.807,0.18,0.458,0.491,N
0.704,0.893040969,0.024717,6.2,1.24,0.0143,893,151.14,6.394,2,3582,4.807,0.18,0.458,0.491,N
0.996,4.942783419,0.099444,1.02216,10.62,0.0569,1008,244.42,10.97,1,5514,4.459,0.36,0.978,1.003,N
1,20.83426731,0.028495,2.62459,2.74,0.1483,595,29.62,39.2,1,5537,4.549,0.21,0.88,0.999,N
1,9.94602357,0.028229,2.34688,3.12,0.0864,807,100.34,23.07,3,5344,4.365,0.16,1.013,0.867,N
0.998,1.04562195,0.013092,1.38246,1.45,0.0192,1710,2031.84,4.307,3,5344,4.365,0.16,1.013,0.867,N
0.949,5.71462396,0.016046,2.60833,1.78,0.0597,971,210.16,16.51,3,5344,4.365,0.16,1.013,0.867,N
1,102.9641952,0.050162,0.02838,39,0.5554,797,95.4,25.15,1,5047,3.066,0.07,7.119,2.15,N
1,8.14515981,0.025296,0.02385,3.43,0.076,1050,287.91,4.37,4,5896,4.197,-0.36,1.24,0.884,N
1,18.9985279,0.318792,0.02026,43.17,0.1337,792,93.03,7.28,4,5896,4.197,-0.36,1.24,0.884,N
0.999,4.24439049,0.015253,0.05258,2.07,0.0492,1305,686.99,3.69,4,5896,4.197,-0.36,1.24,0.884,N
1,90.1240507,0.053684,0.23661,7.12,0.427,485,13.09,46.7,1,6520,4.375,0.07,1.215,1.279,N
1,28.5742692,0.026109,2.14286,2.32,0.1681,538,19.83,45.22,2,5551,4.508,-0.42,0.812,0.776,N
1,0.689210173,0.012649,1.45015,1.32,0.0156,1943,3362.71,3.315,1,5630,4.505,0.36,0.954,1.064,N
0.965,7.34373964,0.022075,38.44106,1.84,0.0697,839,117.5,47.85,1,5757,4.597,-0.5,0.762,0.865,N
0,0.379463865,0.305894,0.78464,59.56,0.0099,3000,19256.81,1.814,2,5075,3.892,-0.06,1.783,0.905,N
0,9.88047978,0.235723,1.31266,23.6,0.0901,860,129.45,18.92,1,6113,4.512,-0.3,0.917,0.997,N
0,4.6484156,0.013299,0.00095,5.06,0.0647,2259,6152.88,1.0276,1,6980,3.577,-0.42,3.482,1.671,N
0,17.51201477,0.110483,2.95602,13.66,0.132,804,98.77,36.322,1,6224,4.33,-0.26,1.132,0.998,N
0,3.9886021,0.023067,6.8428,34.39,0.0622,3145,23135.72,17.92,1,4813,2.472,-0.22,13.652,2.016,N
1,0.533059312,0.301918,0.20416,133.56,0.0167,5862,277887.7,1.452852,1,8523,3.559,-0.5,4.051,2.166,N
0,0.525154153,0.255581,0.164,23.61,0.0119,2073,4391.51,1.337,1,5582,4.497,-0.3,0.846,0.819,N
0,1.303861044,0.282709,0.03107,27.85,0.0224,1610,1595.19,1.408,1,5758,4.475,-0.24,0.902,0.887,N
0,2.55549176,0.237273,0.00596,23.35,0.036,1312,701.68,1.272,1,5948,4.508,-0.26,0.901,0.954,N
0,2.947376671,1.654364,0.13115,403.59,0.0492,2404,7903.84,3.92,1,8090,4.002,-0.14,2.234,1.828,N
1,224.7789355,0.056891,0.77776,7.67,0.7456,333,2.92,127.6,2,5873,4.293,0.18,1.235,1.092,N
0,0.890110752,0.016162,10.9848,1.25,0.0167,1372,838.42,7.72,1,4768,4.628,0.21,0.711,0.815,N
0,5.76573396,0.015428,0.75629,7.47,0.0745,1964,3518.78,10.99,1,5772,3.364,-0.48,4.434,1.657,N
1,7.42608123,0.019228,1.36184,2.47,0.0778,1037,273.78,15.83,3,6049,4.353,0.16,1.176,1.14,N
0.989,15.9868932,0.012587,1.19847,1.62,0.1297,803,98.51,25.3,3,6049,4.353,0.16,1.176,1.14,N
0,0.73094589,0.184858,0.06136,17.12,0.0155,1922,3248.17,1.201,1,5901,4.553,-0.3,0.848,0.938,N
1,18.92537246,0.026104,0.64877,13.92,0.1694,1171,443.58,23.1,3,4941,3.317,0.4,4.885,1.808,N
0,0.933749106,0.013481,0.06501,3.22,0.0201,2863,15822.49,1.442,1,6215,3.849,-0.24,2.188,1.233,N
0,2.037440623,0.010693,0.16877,1.19,0.0312,1572,1448.05,3.33,1,6253,4.415,-0.4,1.015,0.975,N
0.994,31.5925809,0.010989,0.09773,1.78,0.1967,688,53.09,17.28,3,5676,4.1,0.1,1.487,1.016,N
0.998,1.97376085,0.159864,3.77736,8.78,0.025,753,76.1,9.2,1,3807,4.762,-0.06,0.503,0.534,N
0.632,13.11896244,0.017826,1.46058,8.25,0.1376,1768,2310.43,23.6858,2,7221,3.488,-0.18,4.24,2.018,N
0,4.618767792,0.066285,0.07842,7.48,0.0531,1170,442.78,4.455,1,6013,4.381,-0.3,1.033,0.938,N
0,7.82187328,0.006005,1.18707,2.78,0.0975,2101,4601.71,15.658,2,7221,3.488,-0.18,4.24,2.018,N
0.999,53.5057611,0.013111,0.28176,2.52,0.2934,675,49.16,34.9,1,6247,4.016,-0.12,1.762,1.174,N
1,2.785821236,0.008919,0.06279,1.69,0.0408,1784,2388.98,2.95,1,6202,4.026,-0.1,1.733,1.162,N
0,52.56901867,0.418905,0.63883,78.54,0.3227,737,69.62,45.4,1,7240,4.178,0.21,1.717,1.62,N
0,3.411758679,0.240197,0.0241,14.71,0.0372,684,51.85,2.46,1,3995,4.71,-0.1,0.561,0.582,N
0,0.525426427,0.016596,3.76613,1.45,0.0122,2069,4349.62,3.802,1,5791,4.575,-0.38,0.802,0.889,N
1,1.269091415,0.016909,2.78725,1.41,0.0214,1331,740.47,6.19,2,5041,4.576,0.02,0.766,0.807,N
1,6.79685353,0.019,0.95531,2.01,0.0714,985,222.91,13.26,1,6061,4.486,-0.1,0.97,1.05,N
0,8.667822346,0.326603,0.03132,67.37,0.085,1303,681.39,4.99,1,6266,3.923,-0.44,1.889,1.089,N
0.993,1.475323222,0.011027,1.03038,5.88,0.0309,2740,13331.51,4.913,3,4941,3.317,0.4,4.885,1.808,N
1,4.15246118,0.01428,1.01229,7.62,0.0616,1941,3354.56,9.74,3,4941,3.317,0.4,4.885,1.808,N
0.995,8.7348852,0.015161,0.73476,1.59,0.0843,890,148.62,14.36,2,5982,4.493,-0.04,0.96,1.047,N
0,10.26547688,0.019462,0.70563,1.81,0.0909,770,83.13,15.78,1,5699,4.553,-0.1,0.853,0.95,N
0.752,13.4471791,0.046114,0.27583,5.24,0.1109,848,122.34,13.815,1,6276,4.405,-0.32,1.041,1.001,N
0,3.305577989,0.335281,0.5463,25.89,0.0399,1027,263.55,6.81,1,5534,4.629,-0.58,0.707,0.786,N
0,4.800653901,0.124793,0.03205,16.91,0.06,1347,778.45,3.3925,1,6715,4.347,-0.1,1.241,1.256,N
0,15.06649901,0.317877,0.34879,56.44,0.1206,932,177.96,16.12,1,5751,4.028,-0.04,1.626,1.028,N
0,34.82008158,0.132704,0.16352,11.36,0.1894,459,10.49,21.884,1,5114,4.522,-0.16,0.784,0.746,N
0,0.651784374,0.290399,0.18359,33.65,0.0146,2090,4500.59,1.603,1,5555,4.375,0.26,1.061,0.975,N
1,1.353771892,0.250431,0.02376,430.99,0.0234,4903,136609.48,1.32,1,4283,2.012,0,15.76,0.931,N
0,18.95491633,0.258011,0.00046,71.39,0.1539,1139,397.48,2.06,1,6362,3.761,-0.28,2.534,1.352,N
0,4.348866254,0.219949,0.03017,2436.69,0.062,6421,401588.95,3.11,1,3598,0.65,0,101.451,1.679,N
0,47.93094546,0.321419,0.96115,68.02,0.3108,905,158.41,48.9,1,8214,4.104,-0.18,1.938,1.737,N
0,1.592633181,0.022007,0.09265,1.56,0.0232,1053,290.51,2.316007,1,4506,4.626,-0.2,0.651,0.654,N
0,67.5923754,0.063536,0.14489,12.1,0.3582,588,28.2,32.7,1,6038,4.082,0.34,1.744,1.341,N
1,17.02902786,0.021839,1.44107,2.54,0.1243,755,76.66,28.06,4,5839,4.327,-0.28,1.067,0.881,N
0.945,6.84619236,0.014341,1.36207,1.67,0.0677,1022,258.41,15,4,5839,4.327,-0.28,1.067,0.881,N
0.765,67.8321638,0.02055,1.52524,2.39,0.3123,476,12.14,71.85,4,5839,4.327,-0.28,1.067,0.881,N
0.815,43.1312147,0.020505,5.0679,2.39,0.2309,554,22.21,79.3,4,5839,4.327,-0.28,1.067,0.881,N
0.999,1.224866441,0.012766,1.93938,1.54,0.0219,1741,2174.33,5.358,2,5553,4.32,0.14,1.107,0.933,N
0.931,37.8102649,0.021892,0.50837,2.33,0.2188,566,24.27,33.74,1,6085,4.451,-0.28,0.973,0.976,N
1,25.93406406,0.018556,2.35284,2.48,0.1749,695,55.1,43.73,2,5952,4.287,0.06,1.225,1.059,N
0.912,83.4463485,0.020442,2.66615,2.73,0.3813,471,11.59,99.38,2,5952,4.287,0.06,1.225,1.059,N
0,7.04710032,0.216054,0.03036,25.2,0.071,986,223.84,4.3,1,5766,4.363,0,1.068,0.96,N
0.989,12.99204853,0.014939,0.52036,2.03,0.1071,866,132.94,16.683,1,5765,4.236,0,1.242,0.968,N
0,11.11620211,0.082423,0.20239,8.96,0.0998,853,125.21,10.975,1,6122,4.471,-0.1,0.996,1.07,N
0,1.922861499,0.051164,0.05039,5.09,0.0306,1392,884.12,2.1435,1,5778,4.531,0.07,0.911,1.028,N
0,0.635445336,0.316337,0.21187,19,0.0119,1177,451.42,1.654,1,3920,4.7,-0.1,0.55,0.554,N
0,1.665784138,0.319369,0.1388,97.27,0.0306,2636,11424.49,2.73,1,6261,3.686,-0.34,2.789,1.378,N
0,55.6639167,0.366484,0.0029,34.14,0.2751,434,8.38,7.8,1,5587,4.528,-0.12,0.853,0.894,N
0.994,52.09081627,0.049363,0.78307,7.14,0.2822,592,29.07,48.249,4,6198,4.237,-0.04,1.324,1.101,N
0.711,4.28746668,0.025717,8.16471,2.29,0.0501,942,186.31,19.94,1,5296,4.576,0.12,0.815,0.911,N
0,2.002779769,0.014608,1.47264,1.42,0.0289,1311,696.4,6.784,1,5346,4.44,-0.1,0.892,0.799,N
1,8.18739443,0.020743,2.08567,1.92,0.0745,782,88.36,19.48,2,5251,4.494,0,0.849,0.821,N
0.881,76.0498163,0.018858,1.84961,1.75,0.329,372,4.53,82.69,2,5251,4.494,0,0.849,0.821,N
1,3.341799486,0.01238,0.88106,1.67,0.0451,1356,798.41,8.04,2,5873,4.293,0.18,1.235,1.092,N
0,36.97708808,0.285292,0.0944,38.6,0.2077,602,31.08,18.97,1,5589,4.193,-0.1,1.239,0.873,N
0,1.303859704,0.005894,0.23184,0.98,0.0239,2393,7759.2,2.752,1,6802,4.103,-0.68,1.521,1.069,N
0,145.5624926,0.335735,0.49639,40.15,0.5364,387,5.33,82.2,1,6148,4.346,-0.3,1.095,0.969,N
1,3.749105745,0.015686,0.23091,1.68,0.047,1160,428.25,5.56,1,5751,4.447,0.06,0.983,0.987,N
1,11.08956602,0.011202,0.38989,3.51,0.1114,1422,965.62,13.634,1,6353,3.698,-0.1,2.867,1.497,N
1,7.37290344,0.022864,0.09167,2.67,0.0737,1004,240.11,6.41,1,5973,4.371,-0.14,1.07,0.982,N
0,7.24476126,0.006839,5.02231,0.65,0.07,837,116.02,24.06,2,5370,4.494,0.04,0.874,0.869,N
1,119.0624882,0.103475,4.92398,10.4,0.4328,366,4.26,154.5,1,5697,4.392,-0.52,0.92,0.76,N
1,8.70798309,0.033251,5.21951,2.01,0.0695,543,20.59,27.56,3,4362,4.722,-0.5,0.554,0.59,N
0,14.8623076,0.025982,3.66619,1.57,0.0993,454,10.08,34.98,3,4362,4.722,-0.5,0.554,0.59,N
0.999,4.17634276,0.020401,2.86173,1.23,0.0426,694,54.8,13.82,3,4362,4.722,-0.5,0.554,0.59,N
1,27.40229859,0.025079,0.77467,3.63,0.1839,734,68.46,31.329,4,6198,4.237,-0.04,1.324,1.101,N
1,3.179267286,0.012917,24.82621,1.21,0.0418,1101,347.01,23.67,1,5511,4.554,0.1,0.857,0.96,N
1,10.38122447,0.025572,4.05514,2.18,0.0871,672,48.37,28.48,2,5095,4.566,0.02,0.78,0.816,N
1,24.5709023,0.033128,0.32657,2.82,0.1547,505,15.33,21.8,2,5095,4.566,0.02,0.78,0.816,N
0,0.817026268,0.030636,0.88636,2.92,0.0169,1784,2386.13,3.1507,4,5619,4.536,0.02,0.874,0.956,N
1,3.024092505,0.081878,1.15632,12.14,0.0438,1489,1162.54,8.238,1,6063,4.261,0.34,1.358,1.227,N
1,5.670155713,0.292493,1.00118,5.85,0.034,341,3.21,11.94,1,3337,5.126,-0.46,0.183,0.164,N
1,1.022678654,0.010229,3.5012,1.14,0.019,1734,2138.47,5.785,1,5366,4.363,0.16,1.02,0.875,N
1,12.10968709,0.0187,0.03281,2.98,0.1019,1005,240.8,6.34,4,6021,4.093,-0.34,1.458,0.96,N
0.758,4.75796103,0.010702,0.20573,1.7,0.0547,1372,835.65,6.27,4,6021,4.093,-0.34,1.458,0.96,N
1,20.4972755,0.018577,0.00972,2.96,0.1447,843,119.42,6,4,6021,4.093,-0.34,1.458,0.96,N
0,13.55480534,0.006462,6.39782,0.62,0.1062,679,50.41,39.6,2,5370,4.494,0.04,0.874,0.869,N
0,29.74454668,0.233128,0.03339,20.06,0.1773,455,10.1,11.602,1,4889,4.569,0.3,0.788,0.839,N
0,14.15402428,0.470267,1.24625,53.25,0.1144,777,86.13,23.632,1,5850,4.404,0,1.037,0.994,N
0,0.844786082,0.353039,0.08845,35.27,0.0167,1864,2846.03,1.494,1,5705,4.452,-0.24,0.915,0.865,N
0.001,0.848483947,0.314173,0.23097,32.11,0.0177,1908,3117.82,2.064,1,5941,4.504,-0.08,0.936,1.019,N
0,11.99097576,0.320114,0.02742,37.47,0.1006,880,141.63,5.93,1,6110,4.352,-0.36,1.072,0.944,N
1,53.5292702,0.029542,2.25989,2.28,0.2548,348,3.48,70,1,4736,4.624,0.12,0.708,0.791,N
1,2.757584622,0.021901,30.83073,1.01,0.0296,615,33.79,23.14,1,3683,4.84,-0.22,0.424,0.454,N
0.99,0.928310036,0.017601,4.74015,1.16,0.0159,1115,365.72,6,1,4109,4.672,-0.02,0.602,0.621,N
1,13.48457668,0.023452,0.96491,3.39,0.1146,929,176.29,21.01,4,6198,4.237,-0.04,1.324,1.101,N
0.999,31.8841473,0.03477,0.09877,3.7,0.1994,563,23.82,17.44,3,5779,4.477,0.14,0.974,1.037,N
0.999,12.06222962,0.015945,9.61332,1.62,0.0993,750,74.8,42,1,5547,4.451,0,0.933,0.897,N
0.848,9.93146307,0.018094,0.48317,2.41,0.0915,931,177.83,13.607,2,5782,4.28,0.16,1.22,1.035,N
1,21.85362905,0.018296,2.00195,1.75,0.1515,618,34.57,37,3,5830,4.54,-0.14,0.876,0.97,N
0.884,8.19345065,0.010952,0.10554,1.74,0.0785,1144,405.75,7.21,4,6021,4.093,-0.34,1.458,0.96,N
0,19.97867,0.033104,0.01637,6.85,0.1881,1351,788.02,7.02,1,9651,4.229,0.07,1.895,2.219,N
1,41.8059544,0.019015,1.67728,2.02,0.2329,533,19.02,53.71,1,5907,4.445,-0.16,0.973,0.961,N
0,15.45158184,0.008928,4.49762,2.02,0.1499,1285,643.83,38.4,1,7839,4.08,0.21,2.069,1.878,N
0,89.69816853,0.590496,13.15835,102.08,0.387,554,22.33,177.54,1,6214,4.021,-0.58,1.583,0.959,N
0.557,1.187352427,0.414215,0.08194,67.35,0.0236,2251,6067.3,1.8278,1,6424,4.186,-0.06,1.489,1.243,N
0,3.012476582,0.294213,0.03231,65.25,0.052,2371,7471.65,2.493,1,8601,4.137,0.21,2.031,2.063,N
1,4.77800306,0.019376,2.0886,1.85,0.0528,932,177.79,13.6091,3,5192,4.489,0.18,0.873,0.856,N
0,7.814839231,0.052382,0.24335,5.33,0.0771,903,156.74,9.227,1,5887,4.499,-0.08,0.931,0.998,N
0,29.7452499,0.03286,0.0018,3.6,0.1792,557,22.74,4.383,2,5334,4.372,0.16,1.004,0.865,N
1,5.32667299,0.022482,1.2181,2.26,0.0601,1007,242.97,12.225,3,5831,4.517,0,0.921,1.016,N
0,0.741057213,0.314771,0.47291,26.67,0.0152,1730,2128.29,2.39,1,5496,4.592,-0.24,0.776,0.869,N
0,2.988085455,0.246924,0.02011,21.81,0.0392,1101,348.05,2.12,1,5497,4.577,-0.1,0.809,0.907,N
0,2.783883492,0.286516,0.05072,67.17,0.0406,1934,3304.55,2.75,1,6028,3.835,-0.32,2.147,1.148,N
0,0.393727296,0.261231,0.25254,23.05,0.0101,2216,5746.51,1.274,1,5628,4.575,-0.22,0.808,0.903,N
1,8.17242644,0.033266,0.11427,3.29,0.0779,858,127.95,7.39,1,5705,4.499,-0.06,0.905,0.943,N
1,13.0607936,0.015111,1.22851,1.45,0.1075,734,68.66,22.29,3,5830,4.54,-0.14,0.876,0.97,N
0.99,4.2989201,0.019694,0.05666,2.12,0.0492,1046,283.62,3.81,1,5300,4.385,0.18,0.986,0.861,N
0,25.9518461,0.256824,0.00223,22.32,0.1649,521,17.37,4.3,1,5372,4.584,-0.06,0.796,0.892,N
0,25.9518536,0.30359,0.00375,24.6,0.1598,494,14.09,5.11,1,5198,4.604,-0.18,0.742,0.813,N
0,15.66388695,0.112808,1.2043,27.36,0.1382,1060,298.77,25,1,5996,3.901,0.24,2.221,1.43,N
0.008,4.020628573,0.150191,0.21099,16.94,0.0511,1232,543.92,5.649,1,6210,4.45,-0.1,1.033,1.093,N
1,5.714817603,0.101045,2.05742,9.29,0.0597,943,187.27,15.258,1,5695,4.526,-0.28,0.842,0.869,N
0,185.0228822,0.333723,9.1267,49.82,0.6712,379,4.89,254.66,1,6025,4.237,0.16,1.367,1.18,N
0,2.897432135,0.043891,0.05526,14.35,0.0441,2170,5240,2.91,1,5970,3.619,-0.42,2.994,1.359,N
1,8.70420525,0.030316,2.12083,2.86,0.0772,748,74.13,20.4,2,5074,4.474,0.16,0.863,0.809,N
1,8.1280933,0.013795,1.1346,1.39,0.0796,875,138.51,15.82,3,5831,4.517,0,0.921,1.016,N
